file_name,signed_url
A.J._Minter_ATL_2024.jpg,https://storage.googleapis.com/mlb-headshots/A.J._Minter_ATL_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=9b53957a81d09e9b94161268d136f9f6c2ac5692adab4c2372863551d58f455ad3543c04d410760cc023f4163dcb4180fbbc8af77bfb4ffddde2068053398a95f8952a687a215fe133af4133836c82fcb13be20adf056351d869c7eda7045decb9065d30da5a899c62639fd93aeba29a3fc20a6cf858194f51f5baf171a7f2b94849d0ea01e0d882fc3ec5cfee36592edd16bfb8a068f001bece7f5e38992c5ffeb9bfeab09c19e801cfd32b34463bf1c7478497b82b3c540bef77ccb9e16c7617608db4f21295229be02801a70d936a26afe4416242a30ea93a1e8f8314bfeacdfd6cbaaf9b73aa5bdaf9e30031fbc17f1f6a2c1681324ae82941b9ce641ebc
A.J._Puk_ARI_2024.jpg,https://storage.googleapis.com/mlb-headshots/A.J._Puk_ARI_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=049befb5af5b4a6f160dde48c59919c6135d741147cce9333018b3448713d5ed8b30674ac9750b88afe0cd2565f177a19873a88ac4264cdc0fd31d9f779d8a7ecc170a93fdfd94fd014b5fd2ac86cd94a330bbf0422797804fe99601b656eb2d0f802cef926c41d0c2e400982274799e08a5a86ec00b34307a946fccc10fe12468dfa86e8e066a936a202fd8de178d1dd35f69aa9e7350e98cb958c40425e9f4357761e41f394abc86b5a5fce1c5f76e58314667d34bd5770211ea92b31cb7d8bb47564e0f9d9f93439fecc9db22bc2ce3067b314921eaffed2a94369849fdabe0625dd29a5a000487839abc5ef80b3ca7e3624e11b7cf072349dde8d5f80272
A.J._Puk_MIA_2024.jpg,https://storage.googleapis.com/mlb-headshots/A.J._Puk_MIA_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=4427caeb2cbb75d7fbbb9f30fc8aaa1632d6f8c443af1adcacaa0c321c252cd5df67ba518ea786d622dd98024f6d085952ddb2e6b12e2e2869bdd1ce3db64555e1e80d0b049b0fe885676d484267ca73f48b61c70a3994739be381b1aace1a4f7d8cd519192a74c99ddcf91b963c72660aa71a45c8937fb882fa4d16f6fc03c14866a433d5edf4511c9b9b72c84a5c2dc6246a2ebadf5094487b03dd877667db2a42e6029ea715d0f3f4773bb3dd98bb121fd5e8e1887aeced5f4a28df05aeaf8949432cb9d5dab48aa4a0dd5b78c2298694070b64ea784b3936b7e7d3f65c42b1c34e66e22461e90640121a433208a0fefdcdee38c11c42420b50c38dcbf5e6
AJ_Smith-Shawver_ATL_2024.jpg,https://storage.googleapis.com/mlb-headshots/AJ_Smith-Shawver_ATL_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=762e0df56ae49d8887e9651919dc484ddf7d2dd54342e40fa276974860138e02036fc00926bb91f6792e312743d1342433f2158e738ba1a95435afa25e70435a4ac5e9c7eaf8e918c07dc9cbf11e864c928f9094d19b0c15adf7f24f80b158c135c0ea5d71241625e8de92d85a70084010b819f6bc699ad988b08aa5d2a767091e648b34b233cae7fd5ec5b07288c9a6228e200f24078bc4bbcef679730cd56e472c7ab400ef0734dfef75a818f435245716e971d734f8eca650477bdc55c57b306b1db37cebcf7e7bfcde8d8def1c201745dfa39719e81de66de85099433cde507a0a7a95e411a524d077a9b98d4804fe8207dd554d53fb147458d0fa2d514f
Aaron_Ashby_MIL_2024.jpg,https://storage.googleapis.com/mlb-headshots/Aaron_Ashby_MIL_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=6a271d2b3ac48c20d886f260dce642c4e320f4f75d75e2cec489586e11a23b56d6e5e65e6f3967c8197386b46682535147ae13dece059804220e49232e3907fdd1c01d486754a7cd6f489362e1100a0ed44a07e4ae08953feb8e8f52bd3b9a8cbe1638a2f60d404f225e2de6a94e1d9759f192fd21dbd57ba2cc0bee925958761c79e768fc52b5e9dee0ed85ef5cd80a082dd3d05ac2ff0d2c7815ec9c8f773265cb6754b16f747460685a85d127a0278a77bc5c44b2bbba0ec46e857b8344019a6b5cd5b28c7d9a3bb5e4e902419c96507126870dacfb549a2acb7a8618fddc63e840b5838b6adf89eef124b825d5bc5f15396469af98698dbd0595f4e3b33b
Aaron_Brooks_OAK_2024.jpg,https://storage.googleapis.com/mlb-headshots/Aaron_Brooks_OAK_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=a4b3409be2c723cd3ab52e0012b4299c7e25fa15da402598c31288ab1be8609116ae5f2790206adcf3bcf389f8b102917e9a60b6969ccd266a624892df0d569cb35901b144fd10e62133c39d871806c8e0e3c3dc4d89665f2e0879820d3c03d9e5a4b3c8da64ee087b56b83b0ba2be9b78b846955ef6cde6b8c090ae36d23df6ba4f41fd2cb27804ac75c2d5ba64b577bc4c4a05b344d48b7c5b62d1fe18b6e143c4648e13b5ba1e94cca2f7d0d6b43068402b469e364f646a61d232b7cc8eb61104d8953d7a00e7022aeed560a13303da7468094c24d5dc25072aad6b345fb29b7aef0939cdb18b8947c7710ee5bf1d7a11fab7b0d9ed87a675b40bcff6a4c8
Aaron_Bummer_ATL_2024.jpg,https://storage.googleapis.com/mlb-headshots/Aaron_Bummer_ATL_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=47d9f444dad711fc1a60e322809a1a4c70edce2a018ddb1c7288d3c97b49333c3c71df0b98ff88a5158e8f59864b067ba6e911ea885ef9e8a53b64902ea5b9a5d052cab47be4dda6316ff3b5cb22a219bd631f0a93472bd272153bccceacca020e927b745b01fcbc8a50825c650621a96ec6cb1ce2723c87e4bf2307ceb52bc641b71e06b79028823923e0577a0c6dd8539adc6f9a9c3a098228889567843d407945b0b0b25fe17fb948482581ff3cea92406b050d66a15cdf11acc4104cb5cf4768fbd6c5eee651da870d346b41e040d6743e41132c18b3815d6dd7c4d7fe4934532c16d5c897c686d0fe2dd14754d0c3f295682470765c084e86d1e5f31a5d
Aaron_Civale_MIL_2024.jpg,https://storage.googleapis.com/mlb-headshots/Aaron_Civale_MIL_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=08415129f0499abac5a50ea0022bc804815ae03b082e8d0a1df386b92e282a04b1eb5072bafa253a2b74d36352fe88fc5bfdd763e5af9bed0c5ab6f3aaaef8ce84c20fdcc03d17da2c6fa3ed1832a1dde32f99fc8272950d0dd4cb1e8ea9c1fa5d3e8441fb5d4b235d08c459207d2626759938cf6c303e1e3f1cdbbbeccae17506b7dbeb7dc80e2b85e5f62a06399ca347140304850ecc8837e0a1412cfca6bd76ad13b63185ef9d698f492d777cae13083e9aff51da3d164134ed76bf397a1ec82bcac95741d02d91f5df1028c8d2c3853c47d499cd4b26456e6a659e095e06c3c4c62a3bd08ccf8ebd6eda35aed7aca8f562edef143692b490e70c0df7a570
Aaron_Civale_TBA_2024.jpg,https://storage.googleapis.com/mlb-headshots/Aaron_Civale_TBA_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=59ef01760d53b8a46f253f4f980b0e08fe8cb56b82730488aca18c6a0fe6b5938e0811a5bd74acdc9ebb81df3e7f8467ad8c752f50c6d414bb6c2885e1dd195867a9479d8334c650b5fb661a0562501834c651d73ebec68921b2534bd0357ea4495f1a19f808de1452d2b77e4fca2cd34c36d2586539edbd0fc058db30c8c1bc8ea0b76669ebfcd06b4788ea5e4825877c666d687476f1a2f4d684f32414eb322c72b2fb9929b4ee57042a404301a667ed8c31b63919d0b7d61296f49165618135e8fdaaeb2cdeac9c23497b39d02930e903e743a39eb8c2324bfe56491c66f4f91378201a9462541bca88dcd2fb913b4329f76cc347aa92d2dafc76fdd83616
Aaron_Hicks_LAA_2024.jpg,https://storage.googleapis.com/mlb-headshots/Aaron_Hicks_LAA_2024.jpg?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=gcloud-images%40gem-rush-007.iam.gserviceaccount.com%2F20250107%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20250107T225658Z&X-Goog-Expires=604800&X-Goog-SignedHeaders=host&X-Goog-Signature=6d957320179b251f54cdbb5dfe4794ffd7a3acdad3f12dae12c2f2e45f9d0366c465b975dc44376b750895daf54d04ab1a057066ee0c9578442f26749b67947ef86679589f36980d421b9bc8d188ae8d08d0bf9e77d7610c65645cad79b5ca60b6e76b56cf6aaa06181f1fef116971be5052af9e3a14fece6c33d762c9c3961b5ec26782f2368279bf44579f5f296cc1fb879d0603047986b6436a53dc40384fa4fb54df6b2ea1c06ae689f68bb91e4f5871e3a20cf4a868fb2fb5b34768dce58e81aadc62e2b808030cad8d12f3969aac6cc23d87fb97e3e3859752f49af70883645d519f5c441a27a5e496b618956dea1aa6a5cc75a57fcff2253e163d404c
